CheckOverflow	ast	AST/IntLiteral.cpp:232;Sema/TypeChecker.cpp:2724;Sema/TypeCheckerImpl.h:563	ast/src/IntLiteral.cj:267	FALSE_POSITIVE	符号判断和整数上下界比较在仓颉 CheckOverflow 中逐一保留，类型上界由 hasIntegerLimit 折叠。
PerformSearch	ast	AST/Searcher.cpp:513	ast/src/Searcher.cj:532	FALSE_POSITIVE	C++ OP 的 AND/OR/NOT 分支改为 CompoundQuery 分支，且支持多子查询，语义覆盖。
CreateRefExpr	ast	AST/Create.cpp:343;AST/Create.cpp:364;AST/Create.cpp:366	ast/src/Create.cj:283;ast/src/Create.cj:287;ast/src/Create.cj:291	FALSE_POSITIVE	重载和空指针检查改为 Option 类型与 cloneTypeArgInto，this/super、类型和属性分支均保留。
GetIDsByScopeName	ast	AST/Searcher.cpp:404;AST/Searcher.cpp:598	ast/src/Searcher.cj:601	FALSE_POSITIVE	精确/前缀/无索引回退分支均在 ScopeQuery 实现中，C++ 重载被统一。
Search	ast	AST/Searcher.cpp:343;AST/Searcher.cpp:359	ast/src/Searcher.cj:415;ast/src/Searcher.cj:420;ast/src/Searcher.cj:427	FALSE_POSITIVE	字符串/Query/fileHashes 重载聚合为多个仓颉 Search 重载，缓存命中、解析失败和过滤分支均存在。
GetIDsByASTKind	ast	AST/Searcher.cpp:440;AST/Searcher.cpp:617	ast/src/Searcher.cj:647	FALSE_POSITIVE	精确、后缀、索引空时 matcher 回退等分支由 ASTKindQuery 统一实现。
CloneImportSpec	ast	AST/Clone.cpp:1449	ast/src/Clone.cj:817	CONFIRMED	仓颉 CloneImportSpec 仅返回占位节点；缺少 C++ AST/Clone.cpp:1449 起 modifier、ImportContent 递归 items 及位置/标识字段复制。
GetIDsByName	ast	AST/Searcher.cpp:374;AST/Searcher.cpp:556	ast/src/Searcher.cj:583	FALSE_POSITIVE	C++ 精确名称与 Query 重载在仓颉 GetIDsByName 中统一处理，并含前缀/后缀及索引回退。
IsString	ast	AST/Types.cpp:532;CHIR/IR/Type/Type.cpp:90	ast/src/Types.cj:551;chir/src/Type.cj:204	FALSE_POSITIVE	AST Ty 与 CHIR Type 的同名实现分别检查各自类型表示；C++ 多实现聚合，分支语义均覆盖。
AddCurFile	ast	AST/Utils.cpp:29	ast/src/Utils.cj:31;macro/src/MacroProcess.cj:435	FALSE_POSITIVE	switch 的 PACKAGE/FILE/default 分支改为 Package、File、Option<File> 解包，宏属性处理也在 walker 中保留。
FlattenVarWithPatternDecl	ast	AST/Utils.cpp:277;CHIR/AST2CHIR/TranslateASTNode/TranslateVarWithPatternDecl.cpp:55	ast/src/Utils.cj:327;chir/src/Translator.cj:7147	FALSE_POSITIVE	队列遍历及 wildcard/var/tuple/enum 分支逐一对应，C++ deque 改为 ArrayList+索引。
GetIDsByScopeLevel	ast	AST/Searcher.cpp:430;AST/Searcher.cpp:572	ast/src/Searcher.cj:621	FALSE_POSITIVE	等号及小于/小于等于循环查询分支均存在，字符串转换改为已解析 comparator/level。
IsCJMapping	ast	AST/Utils.cpp:804;Sema/NativeFFI/Java/AfterTypeCheck/Utils.cpp:818;Sema/NativeFFI/Java/AfterTypeCheck/Utils.h:232	ast/src/Utils.cj:1002	FALSE_POSITIVE	直接测试 JAVA_CJ_MAPPING 属性，C++ 多声明聚合为一个仓颉函数。
IsStructArray	ast	AST/Types.cpp:394;CHIR/IR/Type/Type.cpp:120	ast/src/Types.cj:477;chir/src/Type.cj:170	FALSE_POSITIVE	AST/CHIR 类型层分别用各自的 struct 表示和 core Array 标识判断，仓颉实现均有对应分支。
CreateMemberAccess	ast	AST/Create.cpp:435;AST/Create.cpp:486;Sema/Desugar/DesugarMacro.cpp:648	ast/src/Create.cj:375;ast/src/Create.cj:435;macro/src/NodeFormat.cj:358	FALSE_POSITIVE	多个 C++ 构造/宏调用聚合；仓颉重载和宏格式化路径保留类型、引用及初始类型分支。
GetAnnotatedDeclKindString	ast	AST/Utils.cpp:311	ast/src/Utils.cj:354	FALSE_POSITIVE	switch case 合并为 astKind 条件链，constructor、成员函数/属性/变量/参数分支均存在。
IsCType	ast	AST/Types.cpp:516;CHIR/Checker/CHIRChecker.cpp:75;CHIR/IR/Type/Type.cpp:198	ast/src/Types.cj:538;chir/src/Type.cj:235	FALSE_POSITIVE	AST Ty、CHIR Type 和 checker wrapper 分别实现同一 CType 语义，类型解包替代指针判断。
FormatDiagnosticToJson	basic	Basic/DiagnosticJsonFormatter.cpp:223	basic/src/DiagnosticJsonFormatter.cj:55	FALSE_POSITIVE	诊断 kind/severity/category 等条件下沉到 diagnosticName/jsonSeverity/jsonWarnGroup 辅助函数。
Print	basic	CHIR/Interpreter/BCHIRPrinter.cpp:160;CHIR/Interpreter/BCHIRPrinter.cpp:60;CHIR/Interpreter/BCHIRPrinter.cpp:98	basic/src/Print.cj:76;chir/src/BCHIRPrinter.cj:13	FALSE_POSITIVE	C++ BCHIR printer 的多个重载/调用点与仓颉 basic/chir printer 分拆对应，分支计数不可直接相减。
EmitErrorLocation	basic	Basic/DiagnosticEmitter.cpp:516;Basic/DiagnosticEmitterImpl.h:114	basic/src/DiagnosticEmitter.cj:639	FALSE_POSITIVE	源文件存在性、颜色选择和 package/path 显示分支在仓颉 helper 中等价实现。
EmitCategoryDiagnostics	basic	Basic/DiagnosticEngine.cpp:1081;Basic/DiagnosticEngineImpl.cpp:250;Basic/DiagnosticEngineImpl.h:157	basic/src/DiagnosticEngine.cj:1145;basic/src/DiagnosticEngine.cj:487;basic/src/DiagnosticEngine.cj:735	FALSE_POSITIVE	C++ 基类/实现重载与仓颉基类默认实现、具体实现分拆；排序、CanBeEmitted、发射和移除分支存在。
TraverseAndLink	chir	CHIR/Interpreter/BCHIRLinker.cpp:336	chir/src/BCHIRLinker.cj:195	CONFIRMED	缺少 C++ BCHIRLinker.cpp:400-410 的 ALLOCATE_STRUCT_EXC/ALLOCATE_EXC 目标偏移处理，以及 495-519 的 APPLY_EXC 和异常算术 opcode 参数复制分支。
CreateGenericOverrideMethodInAutoEnvImplDef	chir	CHIR/Transformation/ClosureConversion.cpp:1559	chir/src/ClosureConversion.cj:620	FALSE_POSITIVE	C++ 的 lambda 参数擦除、类型装箱和函数体构造已拆到 CreateFuncTypeWithBoxType/CreateGenericOverrideMethodBody；条件等价。
GetReturnValue	chir	CHIR/IR/Expression/Expression.cpp:2185;CHIR/IR/Value/Value.cpp:1327;CHIR/Utils/Utils.cpp:1139	chir/src/Expression.cj:2093;chir/src/Utils.cj:257;chir/src/Value.cj:1272	FALSE_POSITIVE	Function、Lambda 和 BlockGroup 的 C++ 重载聚合为仓颉 Option 返回及 helper 分派，非分支缺失。
HandleStoreExpr	chir	CHIR/Analysis/MaybeInitAnalysis.cpp:106;CHIR/Analysis/MaybeInitAnalysis.cpp:82;CHIR/Analysis/MaybeUninitAnalysis.cpp:134	chir/src/MaybeInitAnalysis.cj:116;chir/src/MaybeUninitAnalysis.cj:181;chir/src/ReachingDefinitionAnalysis.cj:317	FALSE_POSITIVE	不同分析器的 store 处理分别保留 Gen/Kill 与调试位置更新，Option/节点 id 替代指针 map。
HandleStoreElementRef	chir	CHIR/Analysis/ConstMemberVarCollector.cpp:96;CodeGen/Base/ExprDispatcher/MemoryExprDispatcher.cpp:232	chir/src/ConstMemberVarCollector.cj:83	FALSE_POSITIVE	路径长度、目标位置、可继承类型和派生类型冲突分支均存在，C++ 指针比较改为仓颉值/Option。
CreateParameter	chir	CHIR/IR/CHIRBuilder.cpp:101;CHIR/IR/CHIRBuilder.cpp:91;CodeGen/DIBuilder.cpp:379	chir/src/CHIRBuilder.cj:119;chir/src/CHIRBuilder.cj:127	FALSE_POSITIVE	Function/Lambda 重载与 debug/DI 调用聚合；仓颉统一参数构造并由上下文注册管理生命周期。
CreateInstOverrideMethodInAutoEnvImplDef	chir	CHIR/Transformation/ClosureConversion.cpp:1711	chir/src/ClosureConversion.cj:643	FALSE_POSITIVE	非泛型早退、lambda 参数起点、类型替换及 override body 构造分支均在仓颉实现。
CreateFuncSignatureAndSetGlobalCache	chir	CHIR/AST2CHIR/ASTPackage2CHIR.cpp:665	chir/src/FaithfulAST2CHIR.cj:3949	FALSE_POSITIVE	签名创建流程已重构为 AdjustFuncType、AttachFunctionGenericParams、ApplyDeclAttrs、body/return slot 等 helper；候选指纹是实现拆分差异。
GetVisiableGenericTypes	chir	CHIR/Utils/Utils.cpp:1050;CHIR/Utils/Utils.cpp:1061;CHIR/Utils/Utils.cpp:1087	chir/src/ClosureConversion.cj:1394	FALSE_POSITIVE	Function/LocalVar/Parameter/BlockGroup 多重载被 CollectVisiableGenericTypes 系列 helper 统一，lambda/外层函数遍历保留。
ModifyTypeMismatchInExpr	chir	CHIR/Transformation/ClosureConversion.cpp:3069	chir/src/ClosureConversion.cj:2342	FALSE_POSITIVE	C++ Visitor 与仓颉递归 block-group 遍历均覆盖 Apply、Invoke、enum/tuple、element/field、array、cast、spawn 分支。
CreateGlobalVar	chir	CHIR/IR/CHIRBuilder.cpp:113;CHIR/Serializer/CHIRSerializer.cpp:463;CodeGen/DIBuilder.cpp:154	chir/src/CHIRBuilder.cj:65	FALSE_POSITIVE	C++ 多调用/构造路径聚合；仓颉由 context.RegisterValue 和包/全局注册机制承担同一所有权流程。
HandleLoadExpr	chir	CHIR/Analysis/ReachingDefinitionAnalysis.cpp:160;CHIR/Analysis/ReachingDefinitionAnalysis.cpp:213;CodeGen/Base/ExprDispatcher/MemoryExprDispatcher.cpp:292	chir/src/ReachingDefinitionAnalysis.cj:323	FALSE_POSITIVE	C++ load 分支的 tracked allocation/top 更新封装为 state.UpdateLoad，另有统一 operand 数检查。
CheckGetInstantiateValue	chir	CHIR/Checker/CHIRChecker.cpp:3990	chir/src/CHIRChecker.cj:2259	CONFIRMED	缺少 C++ CHIRChecker.cpp:4008-4060 的 instantiated type args 非空检查、嵌套/父类型 generic 数量校验及每个实例参数的 generic constraint 校验。
CheckInoutOpSrc	chir	CHIR/Checker/CHIRChecker.cpp:3057	chir/src/CHIRChecker.cj:2241	CONFIRMED	缺少 C++ CHIRChecker.cpp:3068-3098 对 LocalVar 下 Load/GetElementRef/Field 链逐段取字段并逐段校验 CType、递归检查 location 的分支。
CheckInvokeThisType	chir	CHIR/Checker/CHIRChecker.cpp:2310	chir/src/CHIRChecker.cj:1863	CONFIRMED	缺少 C++ CHIRChecker.cpp:2338-2380 对 generic ThisType 上界与 object 类型 Generic1IsEqualOrSubTypeOfGeneric2/上界父类型兼容性的检查分支。
ConvertExpressions	chir	CHIR/Transformation/ClosureConversion.cpp:2286	chir/src/ClosureConversion.cj:202	FALSE_POSITIVE	六个转换条件均在 selfhost 中逐项存在；额外的 Option/父块守卫与 continue 属等价遍历控制流。
TranslateMemberAccessAsLeftValue	chir	CHIR/AST2CHIR/TranslateASTNode/TranslateCallExpr.cpp:190;CHIR/AST2CHIR/TranslateASTNode/TranslateMemberAccess.cpp:515	chir/src/Translator.cj:7628	FALSE_POSITIVE	C++ 的 AST kind/switch 与 selfhost 的类型解包及辅助函数拆分覆盖相同左值路径。
UpdateFuncCall	chir	CHIR/Transformation/GenerateVTable/GenerateVTable.cpp:161	chir/src/GenerateVTable.cj:1599	FALSE_POSITIVE	DynamicDispatch、Apply/ApplyWithException 处理已下沉到 selfhost 的 VisitExpression，UpdateFuncCall 仅保留遍历壳。
CheckRaiseException	chir	CHIR/Checker/CHIRChecker.cpp:1890	chir/src/CHIRChecker.cj:999	CONFIRMED	缺少 C++ 1908-1949 的异常类型合法性分支：检查 Exception/Error/Object 及 effect 白名单、类超类型递归和 generic upper bounds，并报告非法 raise 类型。
TranslateForInRange	chir	CHIR/AST2CHIR/TranslateASTNode/TranslateForInExpr.cpp:643	chir/src/Translator.cj:2921	FALSE_POSITIVE	范围 for-in 的四节点解析、条件/循环体/latch/cond/end 控制流均在 selfhost 辅助函数中等价实现。
CheckInout	chir	CHIR/Checker/CHIRChecker.cpp:3116	chir/src/CHIRChecker.cj:2199	CONFIRMED	缺少 C++ 3168-3190 的结果 users 递归检查：仅允许 Apply/合法 Invoke/CPointerInit1 或 TypeCast 链，否则报告 inout 结果误用。
GetExpectedFunc	chir	CHIR/IR/Type/CustomTypeDef.cpp:279;CHIR/IR/Type/Type.cpp:673	chir/src/CustomTypeDef.cj:738	FALSE_POSITIVE	方法筛选、泛型实例化参数匹配、WrappedRawMethod 选择及 abstract 过滤均已覆盖，分支被局部映射与 Option 展开拆开。
CheckFunc	chir	CHIR/AST2CHIR/AST2CHIRChecker.cpp:414;CHIR/AST2CHIR/AST2CHIRChecker.cpp:496;CHIR/Checker/CHIRChecker.cpp:1277	chir/src/AST2CHIRChecker.cj:411	FALSE_POSITIVE	顶层函数、成员函数短路、类型检查及 SPECIFIC+DESERIALIZED 例外均有等价实现。
TranslateLitConstant	chir	CHIR/AST2CHIR/TranslateASTNode/TranslateLitConstExpr.cpp:12;CHIR/AST2CHIR/TranslateASTNode/TranslateLitConstExpr.cpp:63	chir/src/FaithfulAST2CHIR.cj:3667;chir/src/Translator.cj:8092	FALSE_POSITIVE	C++ switch 的字面量类型分支已由 selfhost 两个 match 函数覆盖，且 UNIT/default 行为等价。
WrapMemberMethodByLambda	chir	CHIR/AST2CHIR/TranslateASTNode/TranslateMemberAccess.cpp:352;CHIR/AST2CHIR/TranslateASTNode/TranslateMemberAccess.cpp:377;CHIR/AST2CHIR/TranslateASTNode/TranslateRefExpr.cpp:246	chir/src/Translator.cj:1649	FALSE_POSITIVE	静态/虚调用、receiver、参数和返回槽逻辑在 selfhost 的 wrapper/invoke/apply 辅助函数中等价拆分。
CheckEnumTuple	chir	CHIR/Checker/CHIRChecker.cpp:3533	chir/src/CHIRChecker.cj:1369	FALSE_POSITIVE	枚举 tuple 构造器、字面量类型和结果检查均存在；selfhost 将 C++ 的多重短路条件展开为更多保护分支。
CreateCustomTypeDef	chir	CHIR/AST2CHIR/ASTPackage2CHIR.cpp:1139	chir/src/FaithfulAST2CHIR.cj:1568	FALSE_POSITIVE	class/struct/enum/extend 分派及属性、泛型参数、调试位置设置在 selfhost 工厂辅助函数中覆盖。
CreateImportedFuncSignatureAndSetGlobalCache	chir	CHIR/AST2CHIR/ASTPackage2CHIR.cpp:808	chir/src/FaithfulAST2CHIR.cj:3987	FALSE_POSITIVE	导入函数类型调整、创建、位置/泛型/属性/linkage/kind/参数及 cache 均为直线等价实现。
GetCapturedVariables	chir	CHIR/IR/Expression/Expression.cpp:1555	chir/src/Expression.cj:2119	FALSE_POSITIVE	selfhost 通过 CollectCapturedFromBlockGroup 辅助递归收集，条件差异是实现拆分而非漏分支。
HandleNonNullLiteralValue	chir	CHIR/Analysis/ConstAnalysis.cpp:212;CHIR/Analysis/ValueRangeAnalysis.cpp:97	chir/src/ConstValue.cj:227;chir/src/ConstValue.cj:231;chir/src/ValueRangeAnalysis.cj:370	FALSE_POSITIVE	指纹聚合了 ConstAnalysis 与 ValueRangeAnalysis；selfhost 分别按类型域实现对应字面量分支。
RecordEffectMap	chir	CHIR/Optimization/ConstPropagation.cpp:325;CHIR/Optimization/FunctionInline.cpp:501;CHIR/Optimization/RangePropagation.cpp:214	chir/src/ConstPropagation.cj:284;chir/src/FunctionInline.cj:194	CONFIRMED	ConstPropagation selfhost 284 明确为 GAP_TODO，缺少 C++ 325-371 的增量优化 effect-map 记录分支；仅 FunctionInline 的 apply 记录不足以覆盖三处聚合实现。
GenerateInvokeCallContext	chir	CHIR/AST2CHIR/TranslateASTNode/TranslateRefExpr.cpp:204	chir/src/Translator.cj:1741	FALSE_POSITIVE	溢出调用、top overridden declaration、类型与属性处理已分散到 selfhost 的调用上下文辅助逻辑。
VisitFunc	chir	CHIR/Checker/UnreachableBranchCheck.cpp:115;CHIR/Optimization/ConstPropagation.cpp:51	chir/src/ConstPropagation.cj:62	CONFIRMED	缺少 C++ UnreachableBranchCheck.cpp:115-148 的 Branch/MultiBranch 非目标 successor 遍历与 PrintWarning 不可达分支诊断；selfhost 仅实现 ConstPropagation VisitFunc。
GetLambdaCapturedVarsRecursively	chir	CHIR/Analysis/Utils.cpp:182	chir/src/Utils.cj:585	FALSE_POSITIVE	Apply/ApplyWithException 中嵌套 lambda、visited 去环和 ref 捕获收集均由 selfhost 的递归辅助函数覆盖。
GetTypeIdx	chir	CHIR/Interpreter/CHIR2BCHIR.cpp:273	chir/src/CHIR2BCHIR.cj:369	FALSE_POSITIVE	类型分类 switch 与 selfhost match 等价，额外分支来自 Option/类型集合展开。
TranslateFunctions	chir	CHIR/Interpreter/CHIR2BCHIR.cpp:223	chir/src/CHIR2BCHIR.cj:219	FALSE_POSITIVE	函数遍历、core/finalizer 属性过滤及移除逻辑在 selfhost 中由 match/Option 展开覆盖。
VisitSubValue	chir	CHIR/IR/Type/PrivateTypeConverter.cpp:191;CHIR/IR/Type/PrivateTypeConverter.cpp:312	chir/src/PrivateTypeConverter.cj:264;chir/src/PrivateTypeConverter.cj:65	FALSE_POSITIVE	C++ 的 VisitSubValue/类型值分派已由 selfhost ValueTypeConverter 与 PrivateTypeConverter 的 match 分层实现。
CheckCFuncType	chir	CHIR/Checker/CHIRChecker.cpp:858;CHIR/Checker/CHIRChecker.cpp:935;Sema/TypeCheckType.cpp:253	chir/src/CHIRChecker.cj:364	FALSE_POSITIVE	CFunc 参数/返回类型及合法性检查在 selfhost checker 中存在，错误返回采用 Option 解包等价表达。
LiftType	chir	CHIR/Transformation/ClosureConversion.cpp:1476	chir/src/ClosureConversion.cj:181	FALSE_POSITIVE	函数、参数、返回值、全局变量、custom type 与泛型/实例化类型重写均由 selfhost 的 Convert* 辅助函数覆盖。
ReplaceExprOperands	chir	CHIR/Optimization/BlockGroupCopyHelper.cpp:106	chir/src/BlockGroupCopyHelper.cj:121	FALSE_POSITIVE	operand 与 terminator successor 替换及嵌套 block group 递归均存在，非 DEBUG_EXPR 条件等价。
SetOverflowStrategy	chir	Sema/TypeCheckOverflow.cpp:156;Sema/TypeCheckOverflow.cpp:167	chir/src/Terminator.cj:623;sema/src/TypeCheckExpr/TypeChecker.cj:514	FALSE_POSITIVE	清单聚合了语义层 overflow traversal 与 CHIR setter；selfhost 在 sema/src/TypeCheckOverflow.cj 分别实现遍历，Terminator 行是 setter 对应项。
TranslateApplyExpression	chir	CHIR/Interpreter/CHIR2BCHIR/TranslateOthersExpression.cpp:234	chir/src/TranslateOthersExpression.cj:42	FALSE_POSITIVE	导入函数与普通函数调用的分支在 selfhost TranslateCApplyExpression 及调用者 match 中等价覆盖。
TranslateCompoundAssign	chir	CHIR/AST2CHIR/TranslateASTNode/TranslateAssignExpr.cpp:137;CHIR/AST2CHIR/TranslateASTNode/TranslateAssignExpr.cpp:262	chir/src/Translator.cj:7243	FALSE_POSITIVE	复合赋值的路径、引用维度、可抛异常与 wrapped store 分支已由 selfhost helper 调用链覆盖。
CheckCalculExpression	chir	CHIR/Checker/CHIRChecker.cpp:2857	chir/src/CHIRChecker.cj:1087	FALSE_POSITIVE	算术操作数、结果、overflow strategy 与 Nothing/非法策略检查均有对应 selfhost 条件。
LiftLambdaToGlobalFunc	chir	CHIR/Transformation/ClosureConversion.cpp:1932	chir/src/ClosureConversion.cj:855	FALSE_POSITIVE	lambda/global function 转换的条件在 selfhost 中拆成多个转换与用户遍历 helper，额外分支为 Option 安全检查。
ParseVarWithPatternDecl	chir	CHIR/AST2CHIR/GlobalDeclAnalysis.cpp:273;Parse/ParseDecl.cpp:166;Parse/ParserImpl.h:514	chir/src/FaithfulAST2CHIR.cj:2687;parse/src/ParseDecl.cj:1270	FALSE_POSITIVE	模式变量 initializer、modifier、const 与不可反驳模式诊断在两个 selfhost 阶段均有等价分派。
ReassignInitedLetVarCheck	chir	CHIR/Checker/VarInitCheck.cpp:417	chir/src/VarInitCheck.cj:148	FALSE_POSITIVE	已初始化 let 成员、local var、allocation 状态和诊断位置判断被 selfhost 保护条件覆盖。
TranslateEnumCtorCall	chir	CHIR/AST2CHIR/TranslateASTNode/TranslateCallExpr.cpp:623	chir/src/Translator.cj:5876	FALSE_POSITIVE	enum/boolean constructor、selector 类型与结果构造逻辑在 selfhost helper 中等价表达。
TranslateNestedFunc	chir	CHIR/AST2CHIR/TranslateASTNode/TranslateFuncDecl.cpp:184;CHIR/AST2CHIR/TranslateASTNode/TranslateFuncDecl.cpp:462	chir/src/Translator.cj:2477	FALSE_POSITIVE	嵌套函数、lambda context、generic upper bounds、位置和 symbol table 设置由 selfhost 分层辅助函数覆盖。
CollectFuncDecl	chir	CHIR/AST2CHIR/ASTPackage2CHIR.cpp:227;Sema/Collector.cpp:297;Sema/Collector.h:75	chir/src/FaithfulAST2CHIR.cj:1478;sema/src/Desugar/AfterTypeCheck/SemanticUsageCollector.cj:130	FALSE_POSITIVE	AST2CHIR 收集与语义 usage collector 为聚合符号；两个 selfhost 入口分别覆盖对应收集/作用域分支。
CommentToString	chir	CHIR/IR/AnnoInfo.cpp:29;CHIR/IR/Expression/Expression.cpp:470;CHIR/IR/Expression/Expression.cpp:506	chir/src/ToStringUtils.cj:375;chir/src/ToStringUtils.cj:379	FALSE_POSITIVE	C++ 多个重载/基类与 extra comment 聚合到 selfhost 的 String/ArrayList 重载及调用链，差异为重载聚合。
ToCHIRPackage	chir	CHIR/AST2CHIR/AST2CHIR.cpp:552	chir/src/FaithfulAST2CHIR.cj:1071	FALSE_POSITIVE	反序列化、全局表缓存、声明收集、失败检查、排序和翻译阶段均存在对应 selfhost 分支。
CheckLocalId	chir	CHIR/Checker/CHIRChecker.cpp:1399	chir/src/CHIRChecker.cj:2410	FALSE_POSITIVE	参数/表达式结果/lambda 参数/嵌套 block group 的重复及空 ID 检查由 selfhost 辅助递归覆盖。
CheckStore	chir	CHIR/Checker/CHIRChecker.cpp:4195	chir/src/CHIRChecker.cj:1205	CONFIRMED	缺少 C++ 4222-4227 分支：当 Store 目标是 GetElementRef 结果时报告 destination 不应为 GetElementRef；selfhost 仅检查类型与 Unit 结果。
TranslateTrivialAssign	chir	CHIR/AST2CHIR/TranslateASTNode/TranslateAssignExpr.cpp:206;CHIR/AST2CHIR/TranslateASTNode/TranslateAssignExpr.cpp:266	chir/src/Translator.cj:7226	FALSE_POSITIVE	普通赋值的 path、ref/value 类型与 wrapped store 分支在 selfhost 的左值/存储辅助函数中等价覆盖。
AddVirtualEdgeToNode	chir	CHIR/Analysis/CallGraphAnalysis.cpp:151	chir/src/CallGraphAnalysis.cj:215	FALSE_POSITIVE	虚边增删、函数体判断和节点创建在 selfhost 中已实现，分支数差由 Option/集合 API 展开造成。
CheckFuncType	chir	CHIR/AST2CHIR/AST2CHIRChecker.cpp:198;CHIR/AST2CHIR/AST2CHIRChecker.cpp:81;CHIR/Checker/CHIRChecker.cpp:828	chir/src/AST2CHIRChecker.cj:91;chir/src/CHIRChecker.cj:273;parse/src/ASTChecker.cj:1001	FALSE_POSITIVE	C/CJ 函数类型、参数/返回、引用合法性及 AST checker 分派均由三个 selfhost 对应入口覆盖。
IsSimpleLiteralValue	chir	CHIR/AST2CHIR/GlobalVarInitializer.cpp:201	chir/src/FaithfulAST2CHIR.cj:3629	FALSE_POSITIVE	字面量 AST kind、浮点/整数/rune/bool、String struct 及默认 false 分支均在 selfhost match 中存在。
BlackBoxModifyArgTypeToRef	chir	CHIR/AST2CHIR/TranslateASTNode/TranslateCallExpr.cpp:479	chir/src/Translator.cj:6209	FALSE_POSITIVE	非 ref、LocalVar、Load、debug user 与重写条件均在 selfhost while/Option 分支中覆盖。
CheckBitExpression	chir	CHIR/Checker/CHIRChecker.cpp:2933	chir/src/CHIRChecker.cj:1136	FALSE_POSITIVE	整数/Float64 特殊规则及位移、类型相等、Boolean 结果检查在 selfhost 中逐项存在。
CollectConstMemberVarType	chir	CHIR/Analysis/ConstMemberVarCollector.cpp:21;CHIR/Analysis/DevirtualizationInfo.cpp:170	chir/src/ConstMemberVarCollector.cj:22;chir/src/DevirtualizationInfo.cj:127	FALSE_POSITIVE	常量成员收集与可继承性关系判断分别在两个 selfhost 文件覆盖，差异来自 map/Option API 展开。
CreateGlobalVarSignature	chir	CHIR/AST2CHIR/AST2CHIR.cpp:204	chir/src/FaithfulAST2CHIR.cj:4016	CONFIRMED	C++ 行 212-231 为静态变量跳过及 CreateAnnoFactoryFuncSig/IsAvailable/SetAnnoInfo 注解元数据分支，selfhost 仅创建变量并展开 pattern，缺失注解元数据处理。
HandleNormalExpressionEffect	chir	CHIR/Analysis/TypeAnalysis.cpp:172;CHIR/Analysis/ValueRangeAnalysis.cpp:193	chir/src/ConstAnalysis.cj:50;chir/src/ValueAnalysis.cj:690;chir/src/ValueRangeAnalysis.cj:486	CONFIRMED	C++ TypeAnalysis 行 176-190 对 TYPECAST/BOX/default 分别更新抽象状态并处理 primitive/ref，selfhost 对应 ValueAnalysis 基类为空实现，缺失这些状态更新分支。
